ID;Name;RequestingArea;RevenueStream_origin;BudgetGroup;MicroPhase;PriorityRA;Value;Urgency;Risk;Size;RevenueStream
58269;Autodocumentacion Integración Mulesoft con IA;CIO;eCommerce;Technology;Backlog;48;;;;;eCommerce
58264;[Nexus P&S] -Portfolio Ibérico Ecommerce : Upload the proposal and pricing in Salesforce and Minerva;CMO;eCommerce;Commercial;In Solution;16;;;;;eCommerce
58180;[PET-3-] [Item-Status-v2] - Es necesario propagar la localización GPS de los eventos en los cambios de estado de item y envío;CIO;eCommerce;Technology;Ready for Solution;25;;;;;eCommerce
58143;[Nexus-MVP] [Web de Clientes]  Visualización Indicadores y KPIs en web de clientes en base a la app de Qlik;CMO;eCommerce;Commercial;Pitch;23;;;;;eCommerce
57915;"[Desconexión SGC] - Creación nuevo estado ""No realizado""";ATC;eCommerce;Corporate;In Solution;2;;;;;eCommerce
57776;[Minerva] - Evaluación de la oferta en Minerva;CCO;eCommerce;Commercial;Backlog;31;;;;;eCommerce
57765;[Qlik] - Evaluador de ofertas en Qlik;CCO;eCommerce;Commercial;Backlog;28;;;;;eCommerce
57596;[PUDOS] - Descuento comercial RDP;CMO;eCommerce;Commercial;Backlog;64;;;;;eCommerce
57552;[Web de Clientes] - Grabación masiva de envíos (carga de fichero) - v2;CMO;eCommerce;Commercial;In Solution;20;;;;;eCommerce
57434;[WebHook] - Mediapost - Transmisión de estados en mensaje NO estándar;IDC;eCommerce;Commercial;Pitch;2;3;;;;eCommerce
57409;Creación de Interfaz de usuario para simular la creación y ciclo de vida de envío;CIO;eCommerce;Technology;Backlog;20;;;;;eCommerce
57310;[Salesforce Sales] - Contemplar los puntos de servicio a nivel master;CCO;eCommerce;Commercial;Ready for Solution;27;;;;;eCommerce
57283;[Nexus Rollout] [We Bill] Estrategia de facturación de clientes ES y PT;CFO;eCommerce;Corporate;Backlog;22;;;;;eCommerce
57275;Seguimiento & Control de IT - Formación - Vacaciones - Otros;CIO;eCommerce;Technology;Backlog;72;;;;;eCommerce
57238;[CIBER]  - Eliminación del acceso público de los ficheros de agencias y canalizaciones en transfer.cttexpress.com;CIO;eCommerce;Technology;Backlog;27;;;;;eCommerce
57152;Cliente EXPOLLUM - Transmisión selectiva Mapper;IDC;eCommerce;Commercial;In Definition;11;;;;;eCommerce
57115;[ERROR 500 MS Manifest] YDH - TIK TOK;IDC;eCommerce;Commercial;Backlog;20;;;;;eCommerce
57023;ELKAR - Actualización de bultos/kilos en expedición mediante carga de fichero;IDC;eCommerce;Commercial;Backlog;51;;;;;eCommerce
57021;[CANCEL SHIPMENT - Falta check ccc] URL Management rpc-cancel;IDC;eCommerce;Commercial;Backlog;31;;;;;eCommerce
56929;[Web de clientes] - Funcionalidad de gestionar y visualizar el seguimiento de los Retornados;CMO;eCommerce;Commercial;Ready for Solution;48;;;;;eCommerce
56901;Analisis protocolos MCP para integración de clientes;CIO;eCommerce;Technology;Backlog;47;;;;;eCommerce
56900;Diseñar flujos de Trabajo IA - React;CIO;eCommerce;Technology;Backlog;46;;;;;eCommerce
56880;[Minerva]- Modelo Tarifario Densidades Zoning Actual;CMO;eCommerce;Commercial;In Definition;25;;;;;eCommerce
56874;[PUDOS] - [Notificaciones] - N3.1 Entrega en PUDOS mostrar variable pudo address;CMO;eCommerce;Commercial;Backlog;76;;;;;eCommerce
56840;[Nuevo Producto]-[Minerva]-Producto 48h a Islas Canarias;CMO;eCommerce;Commercial;Ready for Development;7;;;;;eCommerce
56826;[Nexus]-[Minerva]- Modelo Tarifario Densidades+Zona;CMO;eCommerce;Commercial;Backlog;75;;;;;eCommerce
56821;[Desconexión SGC] [Web de Clientes] - Descarga de seguimiento y en descarga masiva: Incluir más campos: Peso Facturado V2;CMO;eCommerce;Commercial;In Definition;30;;;;;eCommerce
56782;[Desconexión SGC] - Migración exportación estados e informes a Cloud;IDC;eCommerce;Commercial;Backlog;43;;;;;eCommerce
56625;Informes Personalizados Finanzas en SharePoint;CFO;eCommerce;Corporate;Ready for Solution;69;;;;;eCommerce
56551;[Desconexión SGC] [Salesforce Service] - Gestión de casos: modificaciones tipos de servicio;ATC;eCommerce;Corporate;Backlog;24;;;;;eCommerce
56222;Nueva funcionalidad SGC: Nuevas opciones de cambios masivos;CFO;eCommerce;Corporate;Backlog;26;;;;;eCommerce
56100;[Web publica] - Permitir a los destinatarios buscar un envío por número de etiqueta de enlace asociada en el localizador;CMO;eCommerce;Commercial;Backlog;63;;;;;eCommerce
55776;Restricción de Login en APP de Planta;COO;eCommerce;Operations;Backlog;32;;;;;eCommerce
55732;Crear LOG  reglas de pago clientes SGC;CFO;eCommerce;Corporate;Backlog;60;;;;;eCommerce
55715;[Web de clientes] - Retorno en seguimiento - Mostrar por fecha de grabación y no de servicio;CMO;eCommerce;Commercial;Backlog;77;;;;;eCommerce
55712;[Nexus] [Producto] - Entregas Comerciales (Red Shopping);CMO;eCommerce;Commercial;Ready for Solution;19;;;;;eCommerce
55564;[Qlik] - Nuevos KPIS en Analítica Comercial;CCO;eCommerce;Commercial;Backlog;25;;;;;eCommerce
55559;[WebHook] - Factor Libre 4096600005 solo entorno de test;IDC;eCommerce;Commercial;Backlog;21;;;;;eCommerce
55474;[Desconexión SGC] [Salesforce Service] - Abonos, Siniestros e indemnizaciones;ATC;eCommerce;Corporate;In Definition;3;;;;;eCommerce
55200;[Salesforce Sales] - Clonar cliente de PRODUCCION en UAT;IDC;eCommerce;Commercial;Ready for Solution;34;;;;;eCommerce
55104;[Web de Clientes] - Minerva Ratings - Visualización incorrecta de tarifa del cliente 00052;CMO;eCommerce;Commercial;Backlog;73;;;;;eCommerce
55058;[Salesforce] - Datos de comisionista en Cuenta en el CRM;CCO;eCommerce;Commercial;High Level Design;35;;;;1;eCommerce
54990;[Web de Clientes] - Minerva Ratings - Actualizar el perfil tarifario de clientes al estándar de 1-20 envíos comprometidos para que visualice su tarifa en la web;CMO;eCommerce;Commercial;Backlog;72;;;;;eCommerce
54986;[PUDOS] - Mecanismo de diferenciación de recogidas en los COs. Recogidas vs. RDP;CMO;eCommerce;Commercial;Backlog;60;;;;;eCommerce
54777;[Salesforce Sales] - Notificaciones del Plan de Acompañamiento automáticas;CCO;eCommerce;Commercial;Backlog;41;;;;;eCommerce
54720;[Salesforce Sales] - Completar campo Estado / provincia;CCO;eCommerce;Commercial;Backlog;36;;;;;eCommerce
54464;[Salesforce Sales] - Campo Centro Operativo de clientes que cuelgan de Agencias Virtuales (Amazon, ICP, Inditex....);CCO;eCommerce;Commercial;Backlog;30;;;;;eCommerce
54317;[Desconexión SGC] [ FR y BR Web de clientes] - Proyecto Cloud (borrador);CMO;eCommerce;Commercial;Backlog;42;;;;;eCommerce
54275;[PUDOS] - Envíos Punto-Punto;CMO;eCommerce;Commercial;Backlog;61;;;;;eCommerce
54222;Ficheros DataTrans sin CP origen;IDC;eCommerce;Commercial;Backlog;15;;;;;eCommerce
54192;[Web clientes - Mapper] - Evolución completa de grabación masiva en Cloud;CMO;eCommerce;Commercial;Backlog;65;;;;;eCommerce
54189;Migración a Cloud ficheros IDL e Inditex;IDC;eCommerce;Commercial;In Definition;4;;;;;eCommerce
54162;[Desconexión SGC] Cambio Maestro de canalizaciones en COs;CIO;eCommerce;Technology;In Definition;38;;;;;eCommerce
54066;[Desconexión SGC] Lecturas de stock sobre Contenedores;COO;eCommerce;Operations;Backlog;31;;;;;eCommerce
53788;Integración Clientes;CIO;eCommerce;Technology;Backlog;67;;;;;eCommerce
53473;Manifest errores de carga en códigos postales.;IDC;eCommerce;Commercial;Backlog;16;;;;;eCommerce
53215;[PUDOS] -Planilla de selección de puntos según criterio del cliente;CMO;eCommerce;Commercial;Backlog;38;;;;;eCommerce
53166;[Desconexión SGC] [WebHook] - Monitorización WebHooks clientes;IDC;eCommerce;Commercial;Backlog;30;;;;;eCommerce
53144;[PUDOS] - Automatización de comunicación de eventos de Celeritas - CTT;CMO;eCommerce;Commercial;Backlog;58;;;;;eCommerce
52992;[Desconexión SGC] Migración exportación de informes de SGC a Cloud;CIO;eCommerce;Technology;Backlog;42;;;;;eCommerce
52728;BITACORA - Cambiar delivery_comments de lugar;IDC;eCommerce;Commercial;Backlog;26;;;;;eCommerce
52691;PMO - Seguimiento y Control de Proyectos;CIO;eCommerce;Technology;Backlog;71;;;;;eCommerce
52618;Cliente SALVADOR ESCODA SAT - Modificación Mapper;IDC;eCommerce;Commercial;In Definition;10;;;;;eCommerce
52607;[Desconexión SGC] [PUDOS] - Migración de funcionalidades de SGC al Cloud;CIO;eCommerce;Technology;Backlog;26;;;;;eCommerce
52579;Manifest - Estandarización de formato DNI en envíoscon adicional RID: Transformación automática a mayúsculas;IDC;eCommerce;Commercial;Backlog;38;;;;;eCommerce
52556;[QLIK] Incorporación de datos adicionales en BI (Income Tracking App);CFO;eCommerce;Corporate;Backlog;29;;;;;eCommerce
52527;[Web de Clientes] - Estados - Seguimiento - Error con los envíos  al filtrar por fechas de grabación;CMO;eCommerce;Commercial;In Definition;74;;;;;eCommerce
52452;[Desconexión SGC] Grabación manual de envíos;COO;eCommerce;Operations;Backlog;21;;;;;eCommerce
52450;[Desconexión SGC] Reetiquetado;COO;eCommerce;Operations;In Definition;23;;;;;eCommerce
52449;[Desconexión SGC] Cierre diario: Escaneo de documentación;COO;eCommerce;Operations;Backlog;20;;;;;eCommerce
52443;[Desconexión SGC] Cierre diario: Liquidación de portes debidos y reembolsos;COO;eCommerce;Operations;In Definition;13;;;;;eCommerce
52442;[Desconexión SGC] Cierre diario: Incidencias;COO;eCommerce;Operations;Backlog;14;;;;;eCommerce
52441;[Desconexión SGC] Cierre diario: Recogidas;COO;eCommerce;Operations;Backlog;19;;;;;eCommerce
52408;Cambio en la Lógica de generación de OBX en Cainiao;CFO;eCommerce;Corporate;Backlog;28;;;;;eCommerce
52306;"KPI ""Días backlog envíos"" en app de análisis de calidad del reparto";ATC;eCommerce;Corporate;In Definition;19;;;;;eCommerce
52298;[Nexus] [Notificaciones]  Whatsapp desde Marketing Cloud Engagement de Salesforce - Envío WP para el envío de notificaciones con incidencia;CMO;eCommerce;Commercial;Ready for Solution;15;;;;;eCommerce
52204;[PUDOS] - Check para permitir a cliente elegir si dtt recibe notificaciones del estado del envío;CMO;eCommerce;Commercial;Backlog;59;;;;;eCommerce
52049;[Auditoria PT] Pruebas sobre calidad de datos declarados por clientes con facturación basada en el peso y/o las medidas declaradas;PRO;eCommerce;Corporate;Backlog;7;;;;;eCommerce
52046;[Auditoria PT] Implementar pruebas preventivas para identificar errores en la parametrización de las reglas de peso;CIO;eCommerce;Technology;Backlog;31;;;;;eCommerce
52039;[Auditoria PT] Garantizar ejecución de fase de pruebas antes y después de implantar nuevos desarrollos;CIO;eCommerce;Technology;Backlog;30;;;;;eCommerce
52038;"[Desconexión SGC] [Auditoria PT]  Controles para garantizar la integración correcta de la información entre microservicio ""Manifiestos"" y SGC";CIO;eCommerce;Technology;Backlog;43;;;;;eCommerce
52036;[Auditoria PT] Controles periódicos que garanticen la selección de lecturas óptimas para facturación;CIO;eCommerce;Technology;Backlog;18;;;;;eCommerce
52035;[Auditoria PT]  Seguimiento de los cambios realizados manualmente o mediante automatización y control/aprobación de los mismos;CFO;eCommerce;Corporate;Backlog;64;;;;;eCommerce
52034;[Auditoria PT] Evaluar la implementación de una reclasificación automática de los servicios declarados incorrectamente por el cliente;CFO;eCommerce;Corporate;Backlog;63;;;;;eCommerce
52032;[Auditoria PT] Control de revisiones de alteraciones manuales;CFO;eCommerce;Corporate;Backlog;62;;;;;eCommerce
52025;[Auditoria PT] Consulta del historial de los datos de los objetos que han sido alterados manualmente o corregidos por la automatización;CFO;eCommerce;Corporate;Backlog;61;;;;;eCommerce
52023;[Auditoria PT] Automatismo para replicar la lógica de corrección manual de pesos declarados;PRO;eCommerce;Corporate;Backlog;6;;;;;eCommerce
52021;[Auditoria PT] Control periódico de Clientes Inactivos;CFO;eCommerce;Corporate;Backlog;59;;;;;eCommerce
52020;[Auditoria PT] Detección y expulsión en los clasificadores de objetos de Clientes inactivos;PRO;eCommerce;Corporate;Backlog;8;;;;;eCommerce
51569;BITACORA EVOLUCION DE ESTADOS FINALES;IDC;eCommerce;Commercial;Backlog;27;;;;;eCommerce
51544;Perdida de funcionalidad Modificación Artículos;CFO;eCommerce;Corporate;Backlog;7;;;;;eCommerce
51426;Notificaciones a PDA desde Portal del Proveedor;COO;eCommerce;Operations;Ready for Solution;38;;;;;eCommerce
51230;[Desconexión SGC] [WebHook] - Celeritas - Transmisión de estados;IDC;eCommerce;Commercial;In Definition;37;;;;;eCommerce
50904;[Desconexión SGC] Módulo de tasación Cloud;CIO;eCommerce;Technology;Backlog;53;;;;;eCommerce
50818;[Desconexión SGC] Gestión de Incidencias y Soluciones;COO;eCommerce;Operations;In Definition;15;;;;;eCommerce
50627;[Minerva] - Campos requeridos en contrato con firma digital por Signaturit;CCO;eCommerce;Commercial;Backlog;26;;;;;eCommerce
50425;Reconciliación bancaria de Cobros por tarjeta y Bizum;CFO;eCommerce;Corporate;High Level Design;1;;;;;eCommerce
50399;[PUDOS] - Mejora servicio VDP;CMO;eCommerce;Commercial;Backlog;62;;;;;eCommerce
50323;Creación de un entorno específico para el Sistema de Gestión de Calidad y Sostenibilidad;PRO;eCommerce;Corporate;Backlog;9;;;;;eCommerce
50204;[Portal del Proveedor] Nuevas funcionalidades - Bloqueo Repartidor Seguridad;ATC;eCommerce;Corporate;In Definition;13;;;;;eCommerce
50054;Cálculo de la franja horaria de entrega y elaboración de los KPIS de seguimiento;COO;eCommerce;Operations;Ready for Solution;10;;;;;eCommerce
50029;[PUDOS] - Creación de alarma ante la falta de recepción de órdenes de recogidas de caducados Celeritas;CMO;eCommerce;Commercial;Backlog;66;;;;;eCommerce
49975;[Internacional] - Informar a FedEx del valor asegurado del envío;CMO;eCommerce;Commercial;In Definition;43;;;;;eCommerce
49943;[Nexus-MVP] [Web de Clientes] - Recogidas - Resolución Incidencia en la recogida causa ajena: permitir al cliente solicitar una nueva recogida;CMO;eCommerce;Commercial;Backlog;125;;;;;eCommerce
49850;[PUDOS] - Internalización de la gestión de envíos en punto Celeritas;CMO;eCommerce;Commercial;Backlog;126;;;;;eCommerce
49778;[Nexus - MVP] [PUDOS] - Desvío a PUDO al vuelo en incidencia;CMO;eCommerce;Commercial;Backlog;41;;;;;eCommerce
49640;[Web de Clientes] - Reportes: Suscripción Informes incidencias con disponibilidad a demanda;CMO;eCommerce;Commercial;In Definition;57;;;;;eCommerce
49432;[Nexus] [Notificaciones] - Notificaciones ibericas;CMO;eCommerce;Commercial;Ready for Solution;26;3;;2;2;eCommerce
49370;Sistema de seguimiento de rutas de arrastre - Implementación de eCMR;COO;eCommerce;Operations;In Solution;12;3;4;4;4;eCommerce
49250;[Procesos] - Reenvío notificaciones envíos en incidencia estacionados;CMO;eCommerce;Commercial;In Definition;49;;;;;eCommerce
49214;[Qlik Sense] Mapa de Red;ATC;eCommerce;Corporate;In Definition;17;;;;;eCommerce
49095;[Desconexión SGC] [Salesforce Service] - Creación de flujos de trabajo entre Salesforce-Service y Nexia;ATC;eCommerce;Corporate;In Solution;5;;;;;eCommerce
49082;[Qlik] - Incluir ECCS en Analítica Comercial;CCO;eCommerce;Commercial;In Definition;14;;;;;eCommerce
49078;[Minerva] - Impresión del contrato en función de la etapa de la opp;CCO;eCommerce;Commercial;Backlog;23;;;;;eCommerce
49015;Publicar en Mule para Integrations recipient_available_actions;IDC;eCommerce;Commercial;In Definition;35;;;;;eCommerce
49004;[PUDOS] [Web de Clientes] - EDP y RDP: Tarificación por bonificación de servicios 24H y 48H;CMO;eCommerce;Commercial;In Definition;54;;;;;eCommerce
48908;[Integración] - Publicar landing page para gestionar Devoluciones por parte de los Destinatarios - (MAS DEPORTE);IDC;eCommerce;Commercial;In Definition;28;;;;;eCommerce
48741;[Salesforce] - Automatismo de asignación de casos a gestora de ingresos;CCO;eCommerce;Commercial;Backlog;34;;;;;eCommerce
48629;[Desconexión SGC] [Nexia] - Consulta masiva de envíos y acciones sobre los resultados + export/import en Excel;ATC;eCommerce;Corporate;In Definition;4;;;;;eCommerce
48628;[Desconexión SGC] [Salesforce] - Integración de GoContact IVR con el Cloud (Service);ATC;eCommerce;Corporate;Ready for Solution;7;;;;;eCommerce
48584;[Desconexión SGC] [WebHook] - Implementacion de la Plataforma de WebHooks standard;CIO;eCommerce;Commercial;In Definition;22;;;;;eCommerce
48431;Web Clientes​ - Automatizacion para Generacion y envio automatico de informes, Portal cliente;CFO;eCommerce;Corporate;Backlog;41;;;;;eCommerce
48388;Fichero interfase IGIC SGC-SAP;CFO;eCommerce;Corporate;Ready for Solution;16;;;;;eCommerce
48131;"Habilitar registro de incidencias ""Llegada por error"" y ""Mercancía no enlazada"" a través del código de barras del sinónimo.";CIO;eCommerce;Technology;Ready for Solution;37;;;;;eCommerce
48122;Trazabilidad;PRO;eCommerce;Corporate;In Definition;1;;;;;eCommerce
48027;[NEXUS] [Web de clientes]- Configuración - Administración, gestión de usuarios y centros de Clientes de Venta directa (settings);CMO;eCommerce;Commercial;Ready for Solution;14;;;;;eCommerce
47879;[NEXUS] [Web de cambios] - Transformación web de cambios - Rediseño y tecnología React;CMO;eCommerce;Commercial;Pitch;44;;;;;eCommerce
47877;API'S para clientes Tipos Servicio Disponibles (Integración de Clientes);IDC;eCommerce;Commercial;In Definition;32;;;;;eCommerce
47733;[Containerization] FASE2: Producir en package_event;CIO;eCommerce;Technology;In Definition;24;;;;;eCommerce
47557;[Salesforce Service] - Reglas de cierre y respuesta automática de casos de envíos estacionados o ubicados;ATC;eCommerce;Corporate;In Definition;15;;;;;eCommerce
47352;[Minerva] - Servicios adicionales gestionables por el equipo Comercial en la creación de una oferta;CCO;eCommerce;Commercial;Backlog;20;;;;;eCommerce
47341;[Producto] -  Código promocional;CMO;eCommerce;Commercial;Backlog;127;;;;;eCommerce
47268;Mapper: Posibilidad de indicar la ruta de instalación.;IDC;eCommerce;Commercial;Backlog;25;;;;;eCommerce
47194;[SGC] Actualizar protocolo de comunicaciones TLS;CIO;eCommerce;Technology;Ready for Solution;39;;;;;eCommerce
47102;Qlik para comerciales;CMO;eCommerce;Commercial;In Definition;37;;;;;eCommerce
46973;[Desconexión SGC] Evolutivo - Quitar topics SGC (control point, ship-v1,..);CIO;eCommerce;Technology;Ready for Solution;35;;;;;eCommerce
46968;[Desconexión SGC] PDA Planta-Dependencias PDA planta de SGC;CIO;eCommerce;Technology;In Definition;19;;;;;eCommerce
46956;[Seguridad] PDA Planta (TO)/Gestión de Planta/ Auditoría de seguridad/Control de conductores;ATC;eCommerce;Corporate;Ready for Solution;6;;;;;eCommerce
46944;[Nexus] [Producto] - Devolución Fácil /Easy Return (implantar el modelo de PT para las devoluciones);CMO;eCommerce;Commercial;Ready for Solution;22;;;;;eCommerce
46938;[PUDOS] - Filtrado - Depuración en envíos a dirección PUDO sin PER;CMO;eCommerce;Commercial;Backlog;52;;;;;eCommerce
46937;[PUDOS] - Herramienta de seguimiento de recogidas infructuosas de caducados;CMO;eCommerce;Commercial;Backlog;51;;;;;eCommerce
46924;[Producto] - Devoluciones anticipadas: Solicitud de Devolución de Envíos al vuelo;CMO;eCommerce;Commercial;In Definition;29;;;;;eCommerce
46923;[PUDOS] - Resolución incidencias de Puntos CTT Express;CMO;eCommerce;Commercial;In Definition;128;;;;;eCommerce
46916;[Nexus] [Producto] - Pack Express;CMO;eCommerce;Commercial;Ready for Solution;18;;;;;eCommerce
46913;[Qlik] - Tasa de Retención & Churn Rate (Qlik: Automatizar el modelo);CMO;eCommerce;Commercial;In Definition;39;;;;;eCommerce
46911;[PUDOS] - Automatización de la facturación cruzada con las redes de puntos.;CMO;eCommerce;Commercial;Backlog;68;;;;;eCommerce
46909;[Nexus] [Web de Clientes] - Recogida Flexible Grabación de envíos: Permitir recogida a la carta;CMO;eCommerce;Commercial;Backlog;78;;;;;eCommerce
46856;Cambio de API para disponer de la información de valor y peso a declarar ante la aduana por parte del Cliente  (TC);CIO;eCommerce;Technology;Backlog;70;;;;;eCommerce
46855;Nueva estrategia de integración de Clientes (TC);CCO;eCommerce;Commercial;Backlog;42;;;;;eCommerce
46845;Conexión de eventos estados PT-ES/Transición de estados con eventos PT;ATC;eCommerce;Corporate;Backlog;26;;;;;eCommerce
46844;Revisión feedback a Clientes conectados a SGC (legacy);CCO;eCommerce;Commercial;Backlog;43;;;;;eCommerce
46838;Desarrollo Nuevas funcionalidades/Venta (TP);CMO;eCommerce;Commercial;Backlog;129;;;;;eCommerce
46837;Implementación de la red Locky (TP);CMO;eCommerce;Commercial;Backlog;130;;;;;eCommerce
46829;PDA Planta (TO)/Gestión de Planta/Mejoras pendientes/Solventar error de contenerización y doble registro;COO;eCommerce;Operations;In Definition;36;;;;;eCommerce
46827;PDA Planta (TO)/Gestión de Planta/Gestión FIFO en San fernando;COO;eCommerce;Operations;In Definition;35;;;;;eCommerce
46818;Servicios Preferentes/Revisión del cálculo de compromiso (TP);CMO;eCommerce;Commercial;In Definition;131;;;;;eCommerce
46817;Aplicación de reglas en registros de peso y volumen (TC);CFO;eCommerce;Corporate;In Definition;70;;;;;eCommerce
46807;[Desconexión SGC] [Salesforce Service] - Migración del Almacén regulador​ de SGC;ATC;eCommerce;Corporate;Backlog;12;;;;;eCommerce
46800;[Mejora Calidad Servicio] - PDA - Envios Multibulto (aplicar logica de causa propia - ajena) (TO);ATC;eCommerce;Corporate;In Definition;9;;;;;eCommerce
46713;Incluir 'audit' en los mensajes publicados en el tópico aws.delivery.fct.international-v1;CIO;eCommerce;Technology;Backlog;23;;;;;eCommerce
46690;[Salesforce Service] - Incidencias C. Propia/Automatizar incidencias en SF (marcar prioridad en SENDA desde IVR y Web);ATC;eCommerce;Corporate;Ready for Solution;11;;;;;eCommerce
46679;[PUDOS] [Wizard] - Funcionalidad PDA: Entrega de envíos en PUDO mediante Baliza;COO;eCommerce;Operations;In Definition;30;;;;;eCommerce
46675;[Desconexión SGC] [QLIK] Calidad de Recogidas App QLIK;ATC;eCommerce;Corporate;Backlog;22;;;;;eCommerce
46622;Mejora Mapper Agrupacion;IDC;eCommerce;Commercial;Backlog;24;;;;;eCommerce
46606;[Internacional] - Política de reintentos en la grabación de envíos internacionales en el sistema del proveedor;CIO;eCommerce;Technology;Backlog;21;;;;;eCommerce
46543;[Auditoria PT] [Salesforce Sales] - (Des)Activación de clientes centros y usuarios por cese o impagos;CCO;eCommerce;Commercial;Backlog;44;;;;;eCommerce
46453;[Salesforce] - Gestión de casos asignados al área comercial;CCO;eCommerce;Commercial;Backlog;45;;;;;eCommerce
46418;"[Salesforce Sales] - Nuevo Campo Cuenta tipo Cliente y centro: ""Gestión por""";CCO;eCommerce;Commercial;Backlog;46;;;;;eCommerce
46344;[Salesforce] - Relacionar una implementación entre varios clientes que cuelgan de un mismo grupo de empresa;IDC;eCommerce;Commercial;Ready for Solution;41;;;;;eCommerce
46343;[Salesforce Integración Clientes] - Automatizar el cierre de una implementación exitosa;IDC;eCommerce;Commercial;Backlog;40;;;;;eCommerce
46339;"[SGC] - Funcionalidad de Comisión Reembolso sobre ""entregados"" activa";CFO;eCommerce;Corporate;Ready for Solution;13;;;;;eCommerce
46225;[Desconexión SGC] [WebHook] - Dupla Logistics - Envío de estados;IDC;eCommerce;Commercial;In Definition;36;;;;;eCommerce
46220;[Salesforce Sales] - Disponer de un botón que permita sincronizar toda una cuenta (cliente, contactos y direcciones);CCO;eCommerce;Commercial;Backlog;32;;;;;eCommerce
46218;[Salesforce] - Cancelar ofertas no firmadas cuando se cancele una oportunidad;CCO;eCommerce;Commercial;Backlog;37;;;;;eCommerce
46216;[Salesforce Sales] - Modificar el CIF de un centro relacionado cuando se modifique un Prospecto;CCO;eCommerce;Commercial;Backlog;38;;;;;eCommerce
46164;[Salesforce]​ - Reexpedir -recanalizar- y destruir un envío por parte del equipo de ATC;ATC;eCommerce;Corporate;In Definition;21;;;;;eCommerce
45965;[Salesforce Integración Clientes] - Nueva lógica creación de implementaciones;IDC;eCommerce;Commercial;Ready for Solution;39;;;;;eCommerce
45893;[Nexus]-[Minerva]- CTT 14h MINERVA Óptica (Nuevo producto comercial);CMO;eCommerce;Commercial;Ready for Solution;31;;;;;eCommerce
45892;[Minerva] - Dispersiones estándar de ofertas de tipo B y C;CCO;eCommerce;Commercial;Ready for Solution;29;;;;;eCommerce
45758;[Qlik] - CANDIDATES MANAGEMENT (Crear un modelo para medir las campañas de MK);CMO;eCommerce;Commercial;Backlog;50;;;;;eCommerce
45725;[Evolutivos SGC Finanzas]  Historificación datos de facturación perdidos tras ataque informático (PENDIENTE SOLUCIÓN DE IT YA PRESENTADA);CFO;eCommerce;Corporate;Backlog;35;;;;;eCommerce
45298;[Evolutivos Minerva] Zonificacion PT detallada (combinaciones PTC-PTI/PTI-PTI) (Valorar por MKT);CFO;eCommerce;Corporate;Backlog;19;;;;;eCommerce
44547;Seguimiento de envíos por Api Devolución retornado reexpedido y recogidas;IDC;eCommerce;Commercial;In Definition;29;;;;;eCommerce
44497;Qlik - Analítica Comercial - Clientes Activos;CCO;eCommerce;Commercial;In Definition;18;;;;;eCommerce
44475;[PUDOs] - [QLIK] Nueva App Pudo Sales;CMO;eCommerce;Commercial;Backlog;17;;;;;eCommerce
44473;[Qlik] - Nprinting - Informe efectividad de red;ATC;eCommerce;Corporate;In Definition;23;;;;;eCommerce
44470;Qlik - Estado de Venta;CCO;eCommerce;Commercial;In Definition;17;;;;;eCommerce
44446;[Desconexión SGC] Qlik - Migración App Territory P&L - Cloud;CIO;eCommerce;Technology;In Definition;33;;;;;eCommerce
44443;[Qlik] - Migración y redifinición de App Notifications Analytics - Cloud;ATC;eCommerce;Corporate;In Definition;14;;;;;eCommerce
44441;[Desconexión SGC] Qlik - Migración App Indicadores de siniestros - Cloud;CIO;eCommerce;Technology;Ready for Solution;32;;;;;eCommerce
44439;[Desconexión SGC] Qlik - Migración App Gestión de Estacionados - Cloud;CIO;eCommerce;Technology;Ready for Solution;13;;;;;eCommerce
44431;[Desconexión SGC] Qlik - Migración App Analítica Comercial - Cloud;CIO;eCommerce;Technology;In Definition;29;;;;;eCommerce
44050;Portal Proveedores LineHaul - Plan de carga: contenerización de camiones;COO;eCommerce;Operations;In Definition;37;;;;;eCommerce
44047;[Desconexión SGC] [Salesforce] - Gestión de las canalizaciones por el equipo de Operaciones desde Salesforce;COO;eCommerce;Operations;In Definition;22;;;;;eCommerce
44020;[Salesforce] - Automatización de tarifas (en función de envíos comprometidos y rentabilidad de la cuenta);CCO;eCommerce;Commercial;Ready for Solution;33;;;;;eCommerce
43648;Estabilidad​ - Migración Conflluent​;CIO;eCommerce;Technology;Backlog;40;;;;;eCommerce
43598;[PUDOS] - Entregas y Recogidas Directas en PUDO - Tránsitos ES-ES y ES-PT - Integración bidireccional de Pudos ES-PT, PT-ES;CMO;eCommerce;Commercial;Backlog;56;;;;;eCommerce
43586;[Minerva] - Permitir a ciertos perfiles Comerciales descargar los contratos en Word;CCO;eCommerce;Commercial;In Definition;15;;;;;eCommerce
43583;[Nexus] [Producto] - OTP entrega segura;CMO;eCommerce;Commercial;Ready for Solution;21;;;;;eCommerce
43558;[SAP] Migración SAP;CFO;eCommerce;Corporate;Backlog;58;;;;;eCommerce
43557;[Evolutivos SGC Finanzas] Evolutivos SGC Finanzas - Adeudos ECCS a SGC+ automatizados y diarios;CFO;eCommerce;Corporate;Pitch;15;;;;;eCommerce
43556;[SGC] - Funcionalidad de asignación de gestora en Salesforce;CFO;eCommerce;Corporate;Ready for Solution;10;;;;;eCommerce
