ID;Name;RequestingArea;RevenueStream;BudgetGroup;MicroPhase;PriorityRA;Value;Urgency;Risk;Size
120240;Mata Aplicações - Wave 1.14;SI;Mail;Technology;In Development;33;4;2;2;3
120213;Incrementos à solução SLA;SI-OPS;Mail;Technology;In Production;999;;;;
119659;Evolução contínua First&laste Mile;SI-OPS;Mail;Technology;In Production;999;;;;
119542;Nexus | We Bill | Charging > Sistema Integrado de mediating, charging e billing;CTTE;eCommerce;Commercial;In Definition;999;5;5;5;5
119486;Desenvolvimentos adicionais em Track & Trace;SI-OPS;Mail;Technology;In Production;999;;;;
119443;App ibérica de gestão de distribuição (last mile);EDO;Mail;Operations;Backlog;999;;;;
119415;Incremento ao Safeplace c/ Integração LMS (Decoupling Brain);EDO;eCommerce;Operations;In Definition;9;;;;
119054;Integração DHL Fluxo PT-PT;GP ECL;eCommerce;Commercial;In Rollout/Warranty;999;;;;
118750;Validação Automática de Códigos Postais Internacionais;GP ECL;eCommerce;Commercial;Backlog;10;;;;
118174;GPB2C | Parceria Unicâmbio - Operacionalização de serviço de cambio;GP B2C;Retail & Financial Services;Commercial;Backlog;1;;;;
117841;SGEE | 1º Wave da Auditoria aos processos de autorização e autenticação;SI-OPS;Mail;Technology;Selected for Production;999;;;;
117669;Descontinuar ACC| Evolutivos Pós Produção Área de Cliente CTT - Empresas;DNI;Mail;Commercial;Closed;999;;;;
117442;STICO_STIAR - Agile Way 6B 2025 (novembro e dezembro);GP B2B;Mail;Commercial;Selected for Production;999;;;;
117439;Soluções Empresariais - Evolutivos 6B 2025 (novembro e dezembro);GP B2B;Mail;Commercial;Selected for Production;999;;;;
117096;Evolutivas DEM - Q4;GPG;Mail;Commercial;Closed;999;;;;
116662;Aviso de Receção (AR) Digital nos Postos;GP B2B;Mail;Commercial;In Solution;3;5;;;
116026;Novo Catálogo de Aplicações (Atlas 2.0);SI;Mail;Technology;Ready for Approval;58;;;;
115295;Nexus - Piloto Operacional Fase 2;EDO;eCommerce;Operations;In Definition;2;;;;
113960;Informação das vendas por colaborador E nif;GS;Mail;Commercial;Backlog;40;;;;
112480;Canais Presenciais - Evolutivos Nave Novembro e Dezembro 2025;GS;Mail;Commercial;In Production;999;;;;
111689;Indicadores para Planeamento e Controlo (transações manuais);GPG;Payments;Commercial;Backlog;7;;;;
111606;Nexus | We Care | Manifests Lifecycle Monitoring;SI;Mail;Technology;In Production;999;;;;
111495;GT - Portal AON MVP (com SSO);GT;Mail;Corporate;Backlog;2;;;;
110325;Peak Season | Evento Chegada Tardia;SEO;Mail;Operations;Backlog;999;;;;
110212;DeMinimisEUA - Solução CTT para permitir retomar envios de mercadorias para os EUA;GP B2B;Mail;Commercial;In Development;999;4;;2;4
108852;Internacional | PA | Evolução da Linha de Tratamento Manual;SEO;Mail;Operations;Backlog;6;;;;
108455;SLA Engine | Cálculo do SLA tendo em consideração características especificas de clientes;SEO;Mail;Operations;Backlog;999;;;;
108370;Campanha para envios internacionais_PCR_4T2025;GP B2B;Mail;Commercial;Backlog;9;;;;
108257;Pai Natal Solidário 2025;CMP;Mail;Corporate;In Production;999;;;;
107975;Descontinuação do winreg;SI-PRD;Mail;Technology;Backlog;12;;;;
107765;Novas regras RCTO - Prioridade/Wave 3;ACR;Mail;Corporate;In Definition;2;;;;
107435;Novo Aceitação imediata de objetos expresso em lockerProjeto;GS;eCommerce;Commercial;Backlog;9;;;;
107420;QOS ibérico;SI-OPS;Mail;Technology;In Production;999;;;;
106746;ESW | Sonar | Connect Github based applications to Sonar;SI;Mail;Technology;Backlog;52;;;;
106653;SAPSF Evolutivos 10.25;GRH;Mail;Corporate;Closed;999;;;;
106422;Evolução PBI ‘qualidade correio nacional código laranja’ – segregação correio franqueado;EDO;Mail;Operations;In Production;999;;;;
106192;Soluções Empresariais - Evolutivos 5B 2025 (setembro e outubro);GP B2B;Mail;Commercial;Selected for Production;999;;;;
106084;(Quick Win) SafePlace em Mobi;EDO;Mail;Operations;Selected for Production;999;;;;
105944;Expresso Internacional Premium | Disponibilização do produto no segmento ocasional;GP ECL;eCommerce;Commercial;In Definition;13;;;;
105938;Notificações Expresso | Aceitação no PUDO (Pedido ZALANDO);GP ECL;eCommerce;Commercial;Backlog;19;;;;
105880;Evolutivos SAP FI Q4;CF;Mail;Corporate;In Production;999;;;;
105781;PEAK SEASON 2025;SEO;Mail;Operations;In Production;999;;;;
105685;IA & Automação Corporate;SI-CRP;Mail;Technology;Backlog;999;;;;
104562;Atendimento a nova Regulação aduaneiro de simplificação da exportação (SIMPLEX EXPORTAÇÃO);SEO;Mail;Operations;In Definition;5;;;;
104489;SAPSF - Wave 2 (RECrutamento, ONBoarding);GRH;Mail;Corporate;In Development;999;;;;
104406;1º Wave da Auditoria aos processos de autorização e autenticação dos sistemas de informação SAP;ACR;Mail;Corporate;Backlog;999;;;;
103865;Avaliação do custo de extensão do licenciamento atual para a utilização do serviço webhook - BKTER;GP B2B;Business Solutions;Commercial;Backlog;17;;;;
102697;Canais Presenciais - Evolutivos Nave - Não fazer link;GS;Mail;Commercial;Descoped;999;;;;
102656;Canais Presenciais | Evolutivos Nave Setembro e Outubro 2025;GS;Mail;Commercial;In Production;999;;;;
102447;BRIM | Preparação peak season | CC assessment - Short term solutions;SI-CRP;Mail;Technology;In Rollout/Warranty;999;;;;
101572;Lojas MEO - Recolhas Contextualizadas;GS;Mail;Commercial;In Definition;7;;;;
101373;Registo das atividades díarias do Giro nos CDPs;EDO;Mail;Operations;Backlog;999;;;;
100594;Adaptação ao De Minimis dos Estados Unidos da América;GP ECL;Mail;Commercial;In Production;999;;;;
100104;SGEE - Descontinuação FTP;SI-PRD;eCommerce;Technology;Backlog;11;;;;
100094;SRP - Descontinuação FTP;SI-PRD;eCommerce;Technology;Backlog;20;;;;
100093;TTEVOB - Descontinuação FTP;SI-PRD;eCommerce;Technology;Backlog;9;;;;
100092;PEF - Descontinuação da utilização do FTP;SI-PRD;Business Solutions;Technology;Backlog;7;;;;
99804;NOTA (fase 3) Controlo de Fundos de Maneio das Lojas;CF;Retail & Financial Services;Corporate;In Development;999;;;;
99682;GT - Portal AON MVP (sem SSO);GT;Mail;Corporate;Closed;999;;;;
99510;SAPSF - Solução de Interoperabilidade com a Segurança Social (Regulatório);GRH;Mail;Corporate;In Development;2;3;2;2;1
99490;Migração CTT Express ADO2BMAP;SI;Mail;Technology;In Production;999;;;;
98651;SAPSF - encriptação ficheiros SEPA CTT + CTTE;GRH;Mail;Corporate;In Development;1;2;2;2;1
98564;CCP | Commercial Catalog | Synchronization with SAP;SI;Mail;Technology;Backlog;36;;;;
98222;Evolutivos CRM Q3.2025;SI-CRP;Mail;Technology;In Production;999;;;;
97548;SAPSF Evolutivos 08.25;GRH;Mail;Corporate;Closed;999;;;;
96602;Ariba - migração para SAP R/3 dos dados do fornecedor em SAP Rise;CL;Mail;Corporate;Backlog;3;;;;
96588;POC Mobi - BYOD com parceiro SEMPREAPERCORRER;EDO;eCommerce;Operations;In Definition;999;;;;
96350;Galaxy - Jornada de envios – Melhorias técnicas;GS;Mail;Commercial;In Production;999;;;;
96334;ESW | Github | Allow Github Actions to access resources inside CTT internal network;SI;Mail;Technology;Backlog;54;;;;
96332;CCP | OTP | Rebuild application in the current tech stack;SI;eCommerce;Technology;High Level Design;11;;;;
95774;Alterações nos Relatórios do DEM para pagamentos MB WAY;GPG;Payments;Commercial;In Definition;5;;;;
95633;Assinaturas de autenticidade emails;SI;Mail;Technology;Backlog;39;;;;
95562;Produção automática de Guias Multiproduto (GMP);DNI;Mail;Commercial;Descoped;999;;;;
95275;APT | Observabilidade (Alarmística);SI;Mail;Technology;In Production;999;;;;
95267;1º Wave da Auditoria aos processos de autorização e autenticação dos sistemas de informação: GVP | GCA;ACR;Mail;Corporate;In Production;999;;;;
94915;Agentes Payshop - criação de base de dados certificada com ligação a ferramenta de edição/consulta;CSI;Mail;Commercial;Backlog;19;;;;
94489;Faturação Agentes Payshop - automatização e integração processo CTT;CSI;Mail;Commercial;Backlog;18;;;;
94164;Reconfiguração de Zonas de Taxação | Produtos Internacionais Expresso;GP ECL;eCommerce;Commercial;Backlog;17;;;;
94146;Validação Antecipada de Objetos a Recolher;GP ECL;Mail;Commercial;In Development;999;;;;
94033;SAPSF P&G | Migração de relatórios -> People Analytics;GT;Mail;Corporate;In Production;999;;;;
93715;Logística - Utilização de Porta Paletes Autónomos;EDO;Fulfilment;Operations;In Solution;7;;;;
93681;BCE | Automatização da Aceitação de Registos;SEO;Mail;Operations;Backlog;999;;;;
93166;"Integração Automaise - Novo Voice Bot - Substituir as atuais ""primas""";AVC;Mail;Corporate;Backlog;1;;;;
93037;Fase 2 - Modernização arquitetural OutSystems;DNI;Mail;Commercial;;999;;;;
92337;GCA - Aforro upgrade Oracle;GP B2C;Retail & Financial Services;Commercial;Backlog;3;;;;
92336;Mata Aplicações - Wave 1.X - ELS;GP B2C;Retail & Financial Services;Commercial;Backlog;14;;;;
91809;DSD | Criar as Listas de Correio Registado e de EMS em Simultâneo;EDO;Mail;Operations;In Solution;1;;;;
91579;Upgrade BWISE;ACR;Mail;Corporate;Descoped;999;;;;
91539;D. Oferta - atualização base de dados dos empregados CTT em NAVe;GS;Mail;Commercial;Backlog;32;;;;
91165;APT | Peak Season 2025;SI;Mail;Technology;In Production;999;;;;
90953;Introdução de acesso sem Login na App CTT para funcionalidades básicas;DNI;Mail;Commercial;Descoped;999;;;;
90947;Descontinuação das Guias em Papel e Aplicações Locais – Introdução de um custo adicional;GP B2B;Mail;Commercial;Backlog;24;;;;
90604;Evolutivos SAP FI Q3;CF;Mail;Corporate;Closed;999;;;;
90573;SLA Engine| Microserviços na cloud ES;SEO;Mail;Operations;Backlog;999;;;;
88961;Sistema de Validação Documental para Prestadores;SEO;Mail;Operations;In Definition;999;;;;
88857;CORP - Covline - Integração de clientes e contratos via kafka;CF;Mail;Corporate;Backlog;5;;;;
88803;Auditoria a Payroll–Sistemas SAP SF, IOS e SAP ECP (fase 2.0);ACR;Mail;Corporate;In Definition;999;;;;
88802;Helena Evolução + Arquitetura de referência para Soluções AI - Incremento 1;AVC;Mail;Corporate;Ready for Acceptance;999;;;;
88751;STICO_STIAR - Agile Way 4B 2025 (julho e agosto);GP B2B;Mail;Commercial;In Production;999;;;;
88638;Novo modelo de integração SAP SF com Paynest;CF;Mail;Corporate;Backlog;4;;;;
88579;Automatização de validação do QR Code de Selos;GS;Mail;Commercial;In Definition;31;;;;
87975;Automatização do Registo de Tarefas em CRM Provenientes de Interações em GoContact;GS;Mail;Commercial;Backlog;33;;;;
87947;Gestão Centralizada de Ocorrências Operacionais;SEO;Mail;Operations;Backlog;999;;;;
87931;Carregamento de Listas nos CAs (Portal de Auto-Faturação);SEO;Mail;Operations;Backlog;999;;;;
87922;Criação de Ordens de Fornecimento SAP/R3;CL;Mail;Corporate;Backlog;1;;;;
87861;Teleponto - Migração de BD Oracle para BD SQL;SI-CRP;Mail;Technology;In Definition;999;;;;
87706;Ecossistema B2C – Evolutiva - Novembro e Dezembro;DNI;Mail;Commercial;Closed;999;;;;
87705;Ecossistema B2C – Evolutiva - Setembro e Outubro;DNI;Mail;Commercial;In Production;999;;;;
87704;Super App | Agile Way JUL e AGO 2025;DNI;Mail;Commercial;Closed;999;;;;
87692;Implementação de venda de produtos de parceiros B2B (transação financeira imediata e saída de armazem de parceiro - exemplo: etiquetadoras);DNI;Payments;Commercial;Descoped;999;;;;
87691;Inserção de adesão à POP no aplicativo do onboarding digital CTT;DNI;Payments;Commercial;Descoped;999;;;;
87620;Implementação da interface entre o Banco Santander e os sistemas de produção documental (PEF)_Providenciar comunicação via API com o cliente;GP B2B;Mail;Commercial;In Production;999;;;;
87082;Payshop - Evolutivos DEM;GPG;Mail;Commercial;Closed;999;;;;
86986;IQL | Incremento 1 | IQL com loja dummy e data IQL;ACR;Mail;Corporate;Backlog;3;;;;
86264;Payshop - Evolutivas SAP/Q3;GPG;Mail;Commercial;Closed;999;;;;
85743;Evolução do PBI ‘Qualidade Correio Nacional Código Laranja’;EDO;Mail;Operations;In Production;999;;;;
85670;POD - API feasibility for Cainiao;GS;Mail;Commercial;In Definition;8;;;;
85297;"Programa Galaxy - Jornada de envios ""Correio Registado Nacional e Expresso Nacional""";GS;Mail;Commercial;In Acceptance;999;;;;
85248;Gestão de Stocks Vending em SAP;GS;Mail;Commercial;Backlog;30;;;;
84860;Amazon | Informação complementar de fechos ocasionais e férias;GP ECL;eCommerce;Commercial;Backlog;9;;;;
84849;Contabilização de Saldo Remanescente e separação entre Mail e Express no âmbito da oferta Pack de Envios;GP B2B;Mail;Commercial;Backlog;16;;;;
84842;T&T | Controlo de Acessos;GP ECL;Mail;Commercial;In Production;999;;;;
83666;[Peak season] Criação de controlos de atividade na autofaturação;SI-OPS;Mail;Technology;In Production;999;;;;
83663;[Peak Season] Envio de eventos de SGEE para T&T;SI-OPS;Mail;Technology;In Production;999;;;;
83662;[Peak Season] Processamento de pré-avisos em SGEE para grandes volumes;SI-OPS;Mail;Technology;Closed;999;;;;
83640;Canais Presenciais | Evolutivos Julho- Agosto 2025;GS;Mail;Commercial;In Production;999;;;;
82500;Internacional | SIMTEM | Declarar objetos da via Marítima e da Rodovia e atualização de novas regras de tratamento para todas as vias de transporte (parte 4/4);SEO;Mail;Operations;In Production;999;;;;
82419;Internacional | Regulatório cumprir ICS2 R2 e R3;SEO;Mail;Operations;In Definition;999;;;;
82408;INTERNACIONAL | Upgrade IPS para versão SP1 2024;SEO;Mail;Operations;Closed;999;;;;
82371;IOP | Implementação DR Payshop - ZERTO;GPG;Mail;Commercial;In Production;999;;;;
81768;Implementação de Pagamento em Dinheiro para DUC da ANSR (Códigos 531 e 532) na Rede CTT;GPG;Mail;Commercial;Closed;999;;;;
81605;DUC - Relatório Mensal de Pagamentos de Impostos com Cartão MB;GPG;Mail;Commercial;In Definition;999;;;;
81335;[Peak Season] QoT QoS;SEO;Mail;Operations;In Production;999;;;;
81168;Tratamento de rejeitados no SD - Tipificar, isolar e informar (BG1): Incremento;EDO;eCommerce;Operations;In Definition;10;;;;
79764;BCTT - MKT Automation | Landing Pages;BCTT;Mail;Technology;Descoped;999;;;;
79567;SITE PAYSHOP - correção de erros de acessibilidade;GPG;Mail;Commercial;Closed;999;;;;
78905;Evolução Modelo de Incentivos Distribuição;SEO;Mail;Operations;Backlog;3;;;;
78453;Alteração da Autenticação dos Distribuidores nos Lockers;GP ECL;eCommerce;Commercial;Backlog;16;;;;
78005;Nexus | We Care | Adaptation of Service Infrastructures | MVP;AVC;eCommerce;Corporate;Backlog;6;;;;
78003;Nexus | We Care | Adaptation of Service Infrastructures | Pilot;AVC;eCommerce;Corporate;Backlog;4;;;;
78001;Nexus | We Care | SalesForce Parametrization | Post MVP;AVC;eCommerce;Corporate;Backlog;5;;;;
77999;Nexus | We Care | SalesForce Parameterization | Pilot;AVC;eCommerce;Corporate;Backlog;3;;;;
77828;Base Dados Modelo de Incentivos CTT Expresso;SEO;eCommerce;Operations;In Definition;2;;;;
77171;Cookie Management Platform;BCTT;Mail;Technology;In Production;999;;;;
76788;[Projeto One Million] Redução backlog objetos expresso;EDO;eCommerce;Operations;Backlog;11;;;;
76670;GALAXY | Identificação dos Clientes nas Lojas Físicas;GS;Mail;Commercial;In Definition;13;;;;
76554;Módulo de Compliance Payshop;GPG;Payments;Commercial;Backlog;4;;;;
76398;Galaxy | MCE & CDP - Nova Fase pós MVP - Equipa ENABLER Salesforce (AGILE WAY);GS;Mail;Commercial;In Definition;14;;;;
76382;[35908] - Jornada NBO: MOBI;GS;Mail;Commercial;In Definition;11;;;;
76303;Correio Registado Self-Service| Envios a partir da SuperApp e Site CTT;GS;Mail;Commercial;Backlog;34;;;;
76082;GP B2C – BO Site CTT - Simulador Certificados de Aforro / App CTT – Aforro Digital;GP B2C;Retail & Financial Services;Commercial;Backlog;4;;;;
75691;Área de Cliente CTT - Empresas| Agile Way NOV e DEZ 2025;DNI;Mail;Commercial;In Production;999;;;;
75690;Portal Empresas| Agile Way SET e OUT 2025;DNI;Mail;Commercial;In Production;999;;;;
75060;PCN | Wave 1 Documents Provider;ACR;Mail;Corporate;Backlog;999;;;;
75059;PCN | Wave 1 BMS Services;ACR;Mail;Corporate;Backlog;999;;;;
75055;PCN | Wave 1 IIB;ACR;Mail;Corporate;Backlog;999;;;;
75054;PCN | Wave 1 API Connect;ACR;Mail;Corporate;Backlog;999;;;;
75053;PCN | Wave 1 SAP R/3;ACR;Mail;Corporate;Backlog;999;;;;
75050;PCN | Wave 1 NAVE;ACR;Mail;Corporate;Backlog;999;;;;
75047;PCN | Wave 1 SGEE;ACR;Mail;Corporate;Backlog;999;;;;
75040;PCN | Wave 1 T&T;ACR;Mail;Corporate;Backlog;999;;;;
75004;PCN | Wave 1 FortiSiem;ACR;Mail;Corporate;Descoped;999;;;;
75003;PCN | Wave 1 SAP S/ 4Hana;ACR;Mail;Corporate;Backlog;999;;;;
74950;IOP | Instalação e Ativação da Componente Guardian - Nova Hyper V;SI;Mail;Technology;Backlog;79;;;;
74738;[Peak Season] Last Mile - Gestão da Distribuição;EDO;Mail;Operations;In Production;999;;;;
74510;Alteração Talão Vales Postais superiores a 1.000€ - recomendação auditoria REC/ASN:2025-0015;CSI;Mail;Commercial;Backlog;12;;;;
74397;Nexus | We Serve | Treatment & First Mile | Decision Server MVP;EDO;Mail;Operations;In Definition;999;;;;
74238;LFT - Desenho de solução Corporativa;EM;Mail;Operations;Backlog;999;;;;
73507;Redirecionamento objetos Amazon;GS;Mail;Commercial;Selected for Production;999;;;;
73409;STICO_STIAR - Agile Way 3B 2025 (maio e junho);GP B2B;Mail;Commercial;Closed;999;;;;
73301;Carve-Out Eagle - Nova empresa Logística;FL;Mail;Corporate;Closed;999;;;;
72102;"Autenticação Legacy Email - Envio de emails (MyCTT; Recrutamento; SmartGov; Teleponto) - Protocolos de autenticação que vão ser descontinuados!";SI;Mail;Technology;In Production;999;;;;
72099;Autenticação Legacy Email - Envio de emails (Gocontact e Nextbiit) - Protocolos de autenticação que vão ser descontinuados!;SI;Mail;Technology;Closed;999;;;;
72097;Autenticação Legacy Email - Envio de emails API Connect - Protocolos de autenticação que vão ser descontinuados!;SI;Mail;Technology;Closed;999;;;;
71924;Sites e Aplicativos | Melhorias às plataformas - Novembro e Dezembro 2025;DNI;Mail;Commercial;Selected for Production;999;;;;
71920;Sites e Aplicativos | Melhorias às plataformas - Setembro e Outubro 2025 2025;DNI;Mail;Commercial;In Production;999;;;;
71744;Lista de Indicadores/clientes JPP - Registo da Hora na Guia Web;GP B2B;Mail;Commercial;;999;;;;
71728;Avaliação reforço do Cluster de Operações;SI-OPS;Mail;Technology;In Definition;999;;;;
71501;Nova Entidade Certificadora (CA) Autoridade Tributária e Aduaneira (AT).;CF;Mail;Corporate;In Definition;11;;;;
71332;IOP | Sistemas - Migração - Nova Farm Hyper V Lisboa - Wave 3;SI;Mail;Technology;Backlog;26;;;;
71073;Lojas com necessidade de 2 máquinas dispensadoras de senhas;BCTT;Mail;Technology;Backlog;2;;;;
71066;MTL95 - Impressão de Etiquetas - Melhoria;EDO;Mail;Operations;Closed;999;;;;
70903;NOTA 2.0.: Controlo de Fundos de Maneio das Lojas;CF;Mail;Corporate;In Production;999;;;;
70877;MobiCTT Incremento - Eliminação da lista grandes clientes e devoluções - Paperless;EDO;Mail;Operations;In Definition;999;;;;
70871;Automação da Criação de listas técnicas Filatelia;CL;Mail;Corporate;In Production;999;;;;
70737;WFA | Incremento 4 | Melhorias Estruturantes;PC;Mail;Corporate;In Production;999;;;;
70736;WFA | Incremento 3 | Férias;PC;Mail;Corporate;In Approval;3;;;;
70700;Nexus | Digital Channels | CLIENT PORTAL | EXPRESS MODULE - WEB DE CLIENTES (extra MVP);DNI;Mail;Commercial;Descoped;999;;;;
70699;Nexus | Digital Channels | MOBILE APP;DNI;Mail;Commercial;Descoped;999;;;;
70697;"Nexus | Digital Channels | CLIENT PORTAL | ""SUPER PORTAL"" (extra MVP)";DNI;eCommerce;Commercial;Backlog;3;;;;
70695;Nexus | Data | Group Data;PC;eCommerce;Corporate;In Definition;6;;;;
70559;Controlo dos Subadiantamentos (numerário) – cód. 011 - Auditoria REC/ARC 2024_1399;CSI;Mail;Commercial;Backlog;8;;;;
70181;Novo Modelo operativo - Postos CTT não NAVe;GPG;Mail;Commercial;In Development;999;4;4;3;4
70063;Modelo de Dados de apoio aos indicadores de Logistica;SEO;Fulfilment;Operations;Backlog;8;;;;
70015;BCTT - renovação de equipamentos lojas especializadas;BCTT;Mail;Technology;Backlog;13;;;;
69892;Teleponto / Dol - Registo de situações de doenças;EDO;Mail;Operations;Backlog;5;;;;
69406;Nexus | We Bill | Upgrade Convergent Mediations e Charging;SI-CRP;Mail;Technology;In Definition;999;;;;
69344;Experiencia e Jornada do colaborador;GRH;Mail;Corporate;Backlog;9;;;;
69342;Substituição do IOS;GRH;Mail;Corporate;High Level Design;3;;;;
69341;Otimização CRB;CF;Mail;Corporate;Backlog;13;;;;
69337;Confirming 2.0;CF;Mail;Corporate;Backlog;12;;;;
69336;Auditoria a Payroll – Processos SAP SF, IOS e SAP ECP (Malias);ACR;Mail;Corporate;Backlog;999;;;;
69334;Dashboard – Projeto Livros Escolares Sonae 2025;SEO;Mail;Operations;Backlog;999;;;;
69196;MACC: DC Lisboa - Jouney to Azure cloud;SI;Mail;Technology;Backlog;78;;;;
69063;Data Governance - Catalogo de Produtos de Dados;PC;Mail;Corporate;In Production;999;;;;
69008;APT | Migração APIs IBM em Mulesoft - Iniciativa 4;SI;Mail;Technology;In Acceptance;999;;;;
69006;APT | Migração APIs IBM em Mulesoft - Iniciativa 3;SI;Mail;Technology;Selected for Production;999;;;;
69005;POC - Metadata extração de dados;PC;Mail;Corporate;Closed;999;;;;
68962;XRP - FASE 2: CTT e novas funcionalidades;RS;Mail;Corporate;In Development;999;;;;
68919;Máquina vending machines: Associação de Receita, Faturação e gestão de stock;GS;Retail & Financial Services;Commercial;In Definition;35;;;;
68917;IOS - Novo Extrator de dados da aplicação IOS;GRH;Mail;Corporate;Backlog;4;;;;
68897;IOP | Sistemas - Migração - Nova Farm Hyper V Lisboa - Wave 2;SI;Mail;Technology;In Production;999;;;;
68894;Descontinuação Exchange On-premises > Cloud;SI;Mail;Technology;Descoped;999;;;;
68893;SAP BRIM - Recuperação de Receita ( 1 Million);CF;Mail;Corporate;In Production;999;;;;
68888;Evolutivos CRM Q2.2025;SI-CRP;Mail;Technology;Closed;999;;;;
68847;Portal Empresas | Descontinuar a Área de Cliente Correio WAVE 3;DNI;Mail;Commercial;In Production;999;;;;
68846;Portal Empresas | Descontinuar a Área de Cliente Correio WAVE 2;DNI;Mail;Commercial;In Production;999;;;;
68814;Dol - Alteração da fórmula de cálculo dos DVs + Registos Entregues;EDO;Mail;Operations;Backlog;999;;;;
68794;Tratamento de rejeitados no SD - Eliminar pré-avisos com CP ficticios (BG4);EDO;eCommerce;Operations;In Definition;8;;;;
68791;Tratamento de rejeitados no SD - Entrada de pré-aviso pós primeira passagem do objeto na rede de tratamento (BG3);EDO;eCommerce;Operations;In Definition;12;;;;
68764;[Peak Season] SD: Distribuição Clientes VIP;EDO;Mail;Operations;In Production;999;;;;
68595;Implementar validação de configuração segura de endpoint na solução de teletrabalho da 321 Crédito;BCTT;Mail;Technology;Descoped;10;5;2;2;2
68510;Portal Empresas | Agile Way JUL e AGO 2025;DNI;Mail;Commercial;Closed;999;;;;
68329;Leitura de código laranja - manutenção evolutiva - local de picagem;EDO;Mail;Operations;In Production;999;;;;
68309;PBI Qualidade Correio Código Laranja - Visão Zona Geográfica;PC;Mail;Corporate;Closed;999;;;;
68267;Descontinuar Grafana Dados;PC;Mail;Corporate;Backlog;14;;;;
68236;Informação normalizada (Indicadores de Gestão IG) - Fusão relatório 65 no 59 (2º e 3º fase);GP B2B;Mail;Commercial;In Definition;7;;;;
67870;BCTT - disponibilização de logs via SFTP;BCTT;Mail;Technology;Backlog;5;;;;
67561;SAPSF Evolução Integrações Sistemas a montante (Teleponto + AD + IOS);GRH;Mail;Corporate;Backlog;7;;;;
67339;Pay - Realese 2 de 2025 Versão v.1.0.14_20241231 do Manual do Banco de Portugal;GS;Mail;Commercial;In Production;999;;;;
66745;Novas regras RCTO - Prioridade/Wave 1;ACR;Mail;Corporate;In Production;999;;;;
66476;SAPSF Evolutivos 06.25;SI-CRP;Mail;Technology;Closed;999;;;;
66475;Auditoria a Payroll Processos PAS – Fase 1.1;GRH;Mail;Corporate;Backlog;6;;;;
66474;SAPSF Evolutivos 04.25;SI-CRP;Mail;Technology;Closed;999;;;;
66436;SAPSF Evolutivos 03.25;GRH;Mail;Corporate;Closed;999;;;;
66136;CTTExpress - Mitigação de risco (Wave 3 - Fev25);CTTE;eCommerce;Commercial;In Solution;999;;;;
65950;Plataforma Analytics | Incorporação de custos de Recolha & Handling;PC;Mail;Corporate;In Production;999;;;;
65646;Internacional SIMTEM - BG relativo ao ambito de notificações;SEO;Mail;Operations;In Definition;999;;;;
65266;Desagregar a Intranet de Outsystems ( Acção Post Mortem - INC1002170);SI;Mail;Technology;Backlog;69;;;;
65141;Telemetria - Deslocações extra-carreira / Desafios / Notificações (Transportes);RS;Mail;Corporate;Closed;999;;;;
65058;El corte Inglês - Relatorios de Conciliação forma automatica;GS;Mail;Commercial;In Definition;29;;;;
64653;Canais Presenciais | Agile Way Maio - Junho 2025;GS;Mail;Commercial;Closed;999;;;;
64539;Canais Presenciais | Agile Way Mar- Abr2025;GS;Mail;Commercial;Closed;999;;;;
63944;solução de atualização de tracking em real time - Cliente Veryfex (Prozis);GS;eCommerce;Commercial;In Definition;36;;;;
63843;Super APP | Agile Way MAI e JUN 2025;DNI;Mail;Commercial;Closed;999;;;;
63815;STICO_STIAR - Agile Way 2B 2025 (março e abril);GP B2B;Mail;Commercial;Closed;999;;;;
63792;Sites e Aplicativos | Melhorias às plataformas - Julho e Agosto 2025;DNI;Mail;Commercial;In Production;999;;;;
63787;Sites e Aplicativos | Agile Way MAI e JUN 2025;DNI;Mail;Commercial;Closed;999;;;;
63587;Transporte Nacional| Monitorização UAT Implementar Relatório;SEO;Mail;Operations;Backlog;999;;;;
63564;Internacional Portal Aduaneiro | Códigos S10 Repetidos;SEO;Mail;Operations;Backlog;999;;;;
63490;SLA Engine - Automatização ficheiro de dados de referencia;SEO;Mail;Operations;Backlog;999;;;;
63467;Nexus | Architecture | Events Sync;SI-OPS;Mail;Technology;In Production;999;;;;
63453;Automatização de 3 PBI das Operações;SEO;Mail;Operations;Backlog;999;;;;
63424;Revamp ViaCTT – 2ª Fase;GP B2B;Business Solutions;Commercial;In Definition;21;;;;
62968;Evolutivos SAPSF 02.25;GRH;Mail;Corporate;Closed;999;;;;
62476;Auditoria EY - Criação de Web Service para interfaces entre a aplicação IOS e a Médis;GRH;Mail;Corporate;Backlog;10;;;;
61949;SEO/PCE/CNE - PCOL | Alterar Rede de Distribuição com perfil de Coordenador;SEO;Mail;Operations;Backlog;999;;;;
61947;Telemetria - (Mobi) Descontinuação do Boletim de Veiculo;RS;Mail;Corporate;Backlog;5;;;;
61847;Sites e Aplicativos | Agile Way MAR e ABR 2025;DNI;Mail;Commercial;Closed;999;;;;
61775;Super APP | Agile Way MAR e ABR 2025;DNI;Mail;Commercial;Closed;999;;;;
61755;Super Portal | Agile Way MAR e ABR 2025;DNI;Mail;Commercial;Closed;999;;;;
60938;Fornecimentos automáticos de material vendável às lojas;GS;Retail & Financial Services;Commercial;Backlog;28;;;;
60769;Nexus | P&S | DHL Carga;GP ECL;Mail;Commercial;In Production;999;;;;
